reservation_line_id,reservation_number,reservation_line_number,reservation_creation_date,reservation_requirement_date,part_number,description,open_reservation_qty,open_reservation_value,reservation_status,reservation_source,wbs_number,requester_alias,plant_code,po_number,po_line_number,po_line_item_id,asset_code,asset_serial_number
6062849018-5,6062849018,5,2024-09-11,2024-10-17,P478020,PCB ASS'Y HGNS505 FOR PEX150,1.0,2145.1122,04. PO Available to Peg,MAXIMO,,00788265,3610,4583705737,2,4583705737-2,HGNS-H,5856
6062927121-2,6062927121,2,2024-09-11,2024-10-16,E954445,*OBS/LTB* CAP 18uF -15/+50% 630V WET Ta~,1.0,1072.9903,05. No PO Available to Peg,MAXIMO,,ESILVANO,3606,,,,VSPC-BA,8074
6062723991-1,6062723991,1,2024-09-08,2024-12-01,H433563,"HOUSING, ELECTRONIC, HYDRAULIC MODULE, ~",1.0,4030.5243,05. No PO Available to Peg,MAXIMO,,SANTOSO,3606,,,,MRHY-NBA,553
6062319528-6,6062319528,6,2024-09-03,2024-09-18,P489022,HRGD WEAR KIT WITH FULL MCFL PAD,1.0,9030.5761,04. PO Available to Peg,MAXIMO,,AROW2,3610,4583368607,3,4583368607-3,HRGD-H,5921
6062261453-1,6062261453,1,2024-09-02,2024-09-30,103376046,MOLDED ARM MACHINING,24.0,5581.200000000001,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,USIS-A,1772
6062259292-1,6062259292,1,2024-09-02,2024-09-30,103376046,MOLDED ARM MACHINING,24.0,5581.200000000001,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,USIS-A,1773
6061939690-1,6061939690,1,2024-08-28,2024-08-30,101935556,"ELEMENT, FILTER, 10 MICRON, FOR PARKER ~",6.0,888.78,01. SOH Available to Peg,MAXIMO,,WPULLEN,3606,,,,,
6061876252-5,6061876252,5,2024-08-26,2024-09-10,100395584,"Maintenance Kit, SLS1, XPT-B&C",1.0,1219.1586,05. No PO Available to Peg,MAXIMO,,EKEITH,3606,,,,XPS-CA,958
6061876252-6,6061876252,6,2024-08-26,2024-09-10,101025396,T-SEAL ASSEMBLY - 1.533 ROD,2.0,269.0,01. SOH Available to Peg,MAXIMO,,EKEITH,3606,,,,XPS-CA,958
6061876252-2,6061876252,2,2024-08-26,2024-09-10,P494430,SPLIT RING SPACER,2.0,1494.3948,05. No PO Available to Peg,MAXIMO,,EKEITH,3606,,,,XPS-CA,958
6061876252-4,6061876252,4,2024-08-26,2024-09-10,P494985,"SEAL;WIPER,EXTERNAL",2.0,49.12,01. SOH Available to Peg,MAXIMO,,EKEITH,3606,,,,XPS-CA,958
6061876252-1,6061876252,1,2024-08-26,2024-09-10,P494986,"SEAL;WIPER,INTERNAL",2.0,378.0,01. SOH Available to Peg,MAXIMO,,EKEITH,3606,,,,XPS-CA,958
6061876252-3,6061876252,3,2024-08-26,2024-09-10,P499303,SPRING PISTON SUPPORT,1.0,5185.57,01. SOH Available to Peg,MAXIMO,,EKEITH,3606,,,,XPS-CA,958
6061664896-3,6061664896,3,2024-08-23,2024-09-30,100343293,"SPRING, COMPENSATOR, MIRAGE",1.0,3751.665,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,MSPY-BA,51
6061664896-4,6061664896,4,2024-08-23,2024-09-30,100437923,"TOOL, FLOW CONNECTOR, MIRAGE",1.0,336.84250000000003,04. PO Available to Peg,MAXIMO,,HKHATTAR,3606,4584313709,8,4584313709-8,MSPY-BA,51
6061664896-5,6061664896,5,2024-08-23,2024-09-30,100443292,"TOOL, REMOVAL, 19 PIN BULKHEAD, MIRAGE",1.0,337.15740000000005,04. PO Available to Peg,MAXIMO,,HKHATTAR,3606,4584313709,7,4584313709-7,MSPY-BA,51
6061664896-1,6061664896,1,2024-08-23,2024-09-30,100445887,"TOOL, REMOVAL, 37 PIN BULKHEAD, MIRAGE",1.0,424.6259,04. PO Available to Peg,MAXIMO,,HKHATTAR,3606,4584313709,6,4584313709-6,MSPY-BA,51
6061664896-6,6061664896,6,2024-08-23,2024-12-31,100631820,"SPRING, WAVE, SMALLEY, C031-L5",4.0,21.5472,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,MSPY-BA,51
6061664896-7,6061664896,7,2024-08-23,2024-12-25,101036478,"SCREW, SKT HD CAP 10-24 X 1-3/8 A286 160",20.0,353.22400000000005,02. SOH available to Partial Pegging - PO Available to Peg,MAXIMO,,02832673,3606,4584313711,14,4584313711-14,MSPY-BA,51
6061664896-2,6061664896,2,2024-08-23,2024-09-30,101498868,"KIT, SLS-1, MSPY, MIRAGE",1.0,411.37,01. SOH Available to Peg,MAXIMO,,HKHATTAR,3606,,,,MSPY-BA,51
6061664797-2,6061664797,2,2024-08-23,2024-08-23,P694786,SHEAR PIN,10.0,282.807,01. SOH Available to Peg,SAP - MANUAL Reservation,,,3606,,,,,
6061536855-50,6061536855,50,2024-08-21,2024-08-21,H519712,"EFIRE, CAPACITIVE DISCHARGE UNIT (CDU)",2.0,9864.2848,04. PO Available to Peg,SAP - MANUAL Reservation,,,3606,4583457075,1,4583457075-1,,
6061402092-2,6061402092,2,2024-08-19,2025-07-03,H434715,"SCREW, PROBE RETAINING",4.0,2011.2596,05. No PO Available to Peg,MAXIMO,,02980787,3606,,,,STXP-AA,936
6061227092-1,6061227092,1,2024-08-16,2024-08-23,A017852,"VALVE, OVERSPEED, 3000 RPM, 4110B3421S-~",1.0,2879.7069,04. PO Available to Peg,MAXIMO,,PBEACHER,3606,4584178249,6,4584178249-6,DAPS-BA,3726
6061227092-4,6061227092,4,2024-08-16,2024-08-23,B042911,"VALVE, 3-WAY PILOT, MAN. LATCH, 4057D02~",1.0,1011.7,05. No PO Available to Peg,MAXIMO,,PBEACHER,3606,,,,DAPS-BA,3726
6060996521-2,6060996521,2,2024-08-12,2024-08-31,101471002,"V-BELT,BX-SECTION 58 IN O.C ANTI-STATIC~",7.0,234.031,01. SOH Available to Peg,MAXIMO,,PETTENGELL,3606,,,,TPS93313Y1146,
6060996392-1,6060996392,1,2024-08-12,2024-08-31,101550779,RING BACK-UP,1.0,135.9,01. SOH Available to Peg,MAXIMO,,PETTENGELL,3606,,,,TRS-18210002,
6060996473-4,6060996473,4,2024-08-12,2024-08-21,J971840,"HOUSING, POWER UNIT",1.0,3134.7558,05. No PO Available to Peg,MAXIMO,,AROW2,3610,,,,PPC-B,8075
6060996521-1,6060996521,1,2024-08-12,2024-08-31,101935556,"ELEMENT, FILTER, 10 MICRON, FOR PARKER ~",10.0,1481.3,01. SOH Available to Peg,MAXIMO,,PETTENGELL,3606,,,,TPS93313Y1146,
6060588189-3,6060588189,3,2024-08-05,2024-08-31,V0087,G SOLENOID VALVE KIT (621SMK-2),4.0,808.2,05. No PO Available to Peg,MAXIMO,,LDUC2,3606,,,,WSG-G250T,183156
6060588189-1,6060588189,1,2024-08-05,2024-08-31,V0089,M/P TIME BREAK KIT (656TBK),4.0,419.08,05. No PO Available to Peg,MAXIMO,,LDUC2,3606,,,,WSG-G250T,183156
6060450859-2,6060450859,2,2024-08-02,2024-08-31,100838324,LOCKABLE NUT FOR DRUMS PILLOW BLOCK WIT~,10.0,3242.654,05. No PO Available to Peg,MAXIMO,,LDUC2,3606,,,,WDR-42U,20343
6060450859-3,6060450859,3,2024-08-02,2024-08-31,A007365,"SEAL,OIL,NATIONAL   5.000 ID X 6.256 OD~",10.0,520.925,05. No PO Available to Peg,MAXIMO,,LDUC2,3606,,,,WDR-42U,20343
6060450859-1,6060450859,1,2024-08-02,2024-08-31,B021297,"SEAL, OIL, NATIONAL 4.500 ID x 5.625 OD~",10.0,435.3660000000001,05. No PO Available to Peg,MAXIMO,,LDUC2,3606,,,,WDR-42U,20343
6060391949-1,6060391949,1,2024-08-01,2025-09-01,102901135,"KIT, VSII-AB SLS-2 W/O 7-46A XS CABLE",7.0,2554.9321,04. PO Available to Peg,MAXIMO,,LDUC2,3606,4584368870,12,4584368870-12,VSII-AB,8142
6060299296-1,6060299296,1,2024-07-31,2024-08-02,P489022,HRGD WEAR KIT WITH FULL MCFL PAD,1.0,5466.726,04. PO Available to Peg,MAXIMO,,FHERWANTO,3650,4583655202,1,4583655202-1,HRGD-H,4965
6060300143-1,6060300143,1,2024-07-31,2024-08-02,P489022,HRGD WEAR KIT WITH FULL MCFL PAD,1.0,5466.726,05. No PO Available to Peg,MAXIMO,,FHERWANTO,3650,,,,HRGD-H,4941
6060299292-1,6060299292,1,2024-07-30,2024-08-02,P489022,HRGD WEAR KIT WITH FULL MCFL PAD,1.0,9030.5761,04. PO Available to Peg,MAXIMO,,FHERWANTO,3610,4583368607,3,4583368607-3,HRGD-H,3948R
6060299292-2,6060299292,2,2024-07-30,2024-08-02,P489022,HRGD WEAR KIT WITH FULL MCFL PAD,1.0,9030.5761,04. PO Available to Peg,MAXIMO,,FHERWANTO,3610,4583368607,3,4583368607-3,HRGD-H,3948R
6059263658-2,6059263658,2,2024-07-12,2024-07-16,100269665,INSULATING SLEEVE M,1.0,403.32,01. SOH Available to Peg,MAXIMO,,FHERWANTO,3606,,,,AH-369,1832
6059263658-1,6059263658,1,2024-07-12,2024-07-16,P495517,INSULATING SLEEVE,1.0,433.95,01. SOH Available to Peg,MAXIMO,,FHERWANTO,3606,,,,AH-369,1832
6059206750-11,6059206750,11,2024-07-11,2024-07-17,P491076,"FILM FORMING LUBRICANT, 5 OZ POT LIQUID~",2.0,207.5728,05. No PO Available to Peg,MAXIMO,,AROW2,3610,,,,PPC-B,8790
6059145005-2,6059145005,2,2024-07-10,2024-07-24,100231972,FBSS401 PC BOARD ASSY,3.0,4398.0387,05. No PO Available to Peg,MAXIMO,,FHERWANTO,3606,,,,FBSS-B,1812
6059145005-1,6059145005,1,2024-07-10,2024-07-24,100231972,FBSS401 PC BOARD ASSY,1.0,1466.0129,05. No PO Available to Peg,MAXIMO,,FHERWANTO,3606,,,,FBSS-B,1812
6058744869-4,6058744869,4,2024-07-03,2025-09-09,B041024,O-RING SZ 009 0.208 IDX0.07 W CHEMRAZ 6~,1.0,30.09,05. No PO Available to Peg,MAXIMO,,80045394,3606,,,,XHUH-BA,143
6058694161-2,6058694161,2,2024-07-02,2024-07-31,100292388,PSP Bloc Telemetry Boards ASS'Y 175 DEG~,1.0,7589.5657,05. No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,PSTC-E,830
6058694161-1,6058694161,1,2024-07-02,2024-07-31,100656100,PSP POWER SUPPLY ASS'Y 175 DEG. C,1.0,5175.08,05. No PO Available to Peg,MAXIMO,,SMUDDASIR,3606,,,,PSTC-E,830
6058694161-3,6058694161,3,2024-07-02,2024-07-31,101005983,CABLE ADAPTOR MODULE FOR PSP TOOLS,1.0,4425.3165,05. No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,PSTC-E,830
6058624789-1,6058624789,1,2024-07-01,2024-08-31,103450350,THERMAL KIT FOR HRCCx04,1.0,1335.94,01. SOH Available to Peg,MAXIMO,,SMUDDASIR,3606,,,,HRCC-H,3870
6058283509-4,6058283509,4,2024-06-25,2024-07-06,100269665,INSULATING SLEEVE M,5.0,2047.8885,05. No PO Available to Peg,MAXIMO,,MELSAGHER,3610,,,,AH-369,1897
6058283509-1,6058283509,1,2024-06-25,2024-07-06,P679358,RETAINER SPRING THK. O.5MM,1.0,97.2639,05. No PO Available to Peg,MAXIMO,,MELSAGHER,3610,,,,AH-369,1897
6058263297-1,6058263297,1,2024-06-25,2024-07-03,103450350,THERMAL KIT FOR HRCCx04,1.0,1509.0262,05. No PO Available to Peg,MAXIMO,,MEZENBERG1,3650,,,,HRCC-H,3744
6058200393-1,6058200393,1,2024-06-24,2024-07-05,100339780,"GENERATOR, SPLIT PHASE 240VAC WITH CENT~",3.0,22074.1749,01. SOH Available to Peg,MAXIMO,,PBEACHER,3606,,,,POSU-AA,9143
6058035740-1,6058035740,1,2024-06-21,2024-08-05,P073085,UPPER HEAD,1.0,1057.93,05. No PO Available to Peg,MAXIMO,,AROW2,3610,,,,TTG-C,887
6057984483-1,6057984483,1,2024-06-20,2024-06-20,103442749,"KIT, ERS-E/EH, SLS2",4.0,3950.8348,04. PO Available to Peg,Blue MM - Reservation,,harsh,3606,4583396497,16,4583396497-16,,
6057984483-3,6057984483,3,2024-06-20,2024-06-20,T5011995,"TERMINAL BOARD, COATED",4.0,2215.3416,04. PO Available to Peg,Blue MM - Reservation,,harsh,3606,4583396497,18,4583396497-18,,
6057857251-2,6057857251,2,2024-06-18,2024-06-20,101025368,"HOUSING, 3-1/8 HEPTASWIVEL ASSEMBLY",1.0,5246.01,01. SOH Available to Peg,MAXIMO,,GGONZALES8,3606,,,,SAH-RB,5006
6057857251-1,6057857251,1,2024-06-18,2024-06-20,101074870,"BEARING HOUSING, 3-1/8 HEPTASWIVEL, SAH~",1.0,1475.05,01. SOH Available to Peg,MAXIMO,,GGONZALES8,3606,,,,SAH-RB,5006
6057857251-3,6057857251,3,2024-06-18,2024-07-25,101025368,"HOUSING, 3-1/8 HEPTASWIVEL ASSEMBLY",1.0,5246.01,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,SAH-RB,5006
6057857251-4,6057857251,4,2024-06-18,2024-07-25,101074870,"BEARING HOUSING, 3-1/8 HEPTASWIVEL, SAH~",1.0,1475.05,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,SAH-RB,5006
6057663582-1,6057663582,1,2024-06-14,2024-09-03,E954137,"INSULATOR:ELECTRICAL;0.3 MM THK,SLCNE",2.0,1.14,01. SOH Available to Peg,MAXIMO,,MVILLAREL,3606,,,,EDTC-BC,9214
6057657755-2,6057657755,2,2024-06-14,2024-08-27,J953825,"BUSH INSULATOR, PPS RoHS",10.0,54.1,01. SOH Available to Peg,MAXIMO,,MVILLAREL,3606,,,,,
6057663582-2,6057663582,2,2024-06-14,2024-09-03,J953825,"BUSH INSULATOR, PPS RoHS",10.0,54.1,01. SOH Available to Peg,MAXIMO,,MVILLAREL,3606,,,,EDTC-BC,9214
6057517253-1,6057517253,1,2024-06-12,2024-06-26,100340292,"CABLE, CONT. BOX TO GENE MOTOR/PUMP",1.0,726.1165,05. No PO Available to Peg,MAXIMO,,PBEACHER,3606,,,,,
6057420998-9,6057420998,9,2024-06-10,2024-09-30,101936234,OLL 52.5 Corrosion Inhibitor,436.0,5110.6612000000005,04. PO Available to Peg,MAXIMO,,JCALDER2,3606,4584333949,4,4584333949-4,CLIS-AA,4581632982-2-5
6057420998-2,6057420998,2,2024-06-10,2024-09-30,103425950,"GREASE SEAL 7MM-9MM, CLIS-AA",1.0,766.0324,05. No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,CLIS-AA,4581632982-2-5
6057420998-8,6057420998,8,2024-06-10,2024-09-30,103425953,"GUIDE BUSHING 0.537"", CLIS-AA",2.0,355.314,05. No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,CLIS-AA,4581632982-2-5
6057420998-1,6057420998,1,2024-06-10,2024-09-30,104573975,"GREASE SEAL, 5.5 MM TO 7.0 MM, .216"" TO~",1.0,689.9094,05. No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,CLIS-AA,4581632982-2-5
6057420998-3,6057420998,3,2024-06-10,2024-09-30,104573976,"GREASE SEAL, 9.0 MM TO 11.0 MM, .354""-.~",1.0,689.9094,05. No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,CLIS-AA,4581632982-2-5
6057420998-6,6057420998,6,2024-06-10,2024-09-30,104573984,"GUIDE BUSHING 0.222"", CLIS-AA",1.0,243.5663,05. No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,CLIS-AA,4581632982-2-5
6057420998-7,6057420998,7,2024-06-10,2024-09-30,103425952,"GUIDE BUSHING 0.322"", CLIS-AA",4.0,728.32,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,CLIS-AA,4581632982-2-5
6057420998-4,6057420998,4,2024-06-10,2024-09-30,104573977,"GREASE SEAL, 11.0 MM TO 13.0 MM, .433"" ~",4.0,2666.8,05. No PO Available to Peg,MAXIMO,,JCALDER2,3606,,,,CLIS-AA,4581632982-2-5
6057420998-5,6057420998,5,2024-06-10,2024-09-30,103425951,"GREASE SEAL 12MM - 14MM, CLIS-AA",2.0,1344.08,01. SOH Available to Peg,MAXIMO,,JCALDER2,3606,,,,CLIS-AA,4581632982-2-5
6057140542-2,6057140542,2,2024-06-04,2024-06-04,102990995,"H2S RESISTANT FLEXIBLE WEAKPOINT, 3700-~",1.0,1287.2039,04. PO Available to Peg,Blue MM - Reservation,,AGaashan,3606,4584361237,2,4584361237-2,,
6056889215-7,6056889215,7,2024-05-31,2024-06-30,100840213,BONNET GASKET: WOM P/N 3461,8.0,1653.76,01. SOH Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-TPY,M20005-2
6056889215-4,6056889215,4,2024-05-31,2024-06-30,101769446,"SEAL RING, WOM : PT-2485",32.0,1008.9664,05. No PO Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-TPY,M20005-2
6056889215-2,6056889215,2,2024-05-31,2024-06-30,101774426,"SEAL, 5.637 OD X 5.359 ID X .139 THK, W~",16.0,464.0,01. SOH Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-TPY,M20005-2
6056889215-3,6056889215,3,2024-05-31,2024-06-30,B077178,"SEAL,             FOR WOM VALVE        ~",16.0,209.6,01. SOH Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-TPY,M20005-2
6056889215-9,6056889215,9,2024-05-31,2024-06-30,B077827,SEAL. P/N: PN-2259,8.0,35.2,01. SOH Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-TPY,M20005-2
6056889215-10,6056889215,10,2024-05-31,2024-06-30,B078919,"SEAL, FOR WOM VALVE: WOM P/N PN-3509",16.0,148.16,01. SOH Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-TPY,M20005-2
6056889215-1,6056889215,1,2024-05-31,2024-06-30,B078926,"SEAL:  5.359"" ID X 5.637"" OD X .139"" H ~",16.0,194.88,01. SOH Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-TPY,M20005-2
6056889215-6,6056889215,6,2024-05-31,2024-06-30,B078928,SEAL RING FOR GATE VALVE: WOM P/N PT-21~,8.0,69.04,01. SOH Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-TPY,M20005-2
6056664519-2,6056664519,2,2024-05-28,2024-05-28,103425951,"GREASE SEAL 12MM - 14MM, CLIS-AA",1.0,672.04,01. SOH Available to Peg,MAXIMO,,LDUC2,3606,,,,,
6056443202-1,6056443202,1,2024-05-24,2024-05-24,B012828,"O-RING;230,2.484 IN,0.139 IN,FKM,95A",1.0,1.5764,05. No PO Available to Peg,MAXIMO,,DDAET,3649,,,,LCME-BA,8457
6056443244-1,6056443244,1,2024-05-24,2024-05-24,B013335,"O-RING;117,0.799 IN,0.103 IN,FKM,95A",1.0,0.45,01. SOH Available to Peg,MAXIMO,,DDAET,3650,,,,CQG-G,3862
6056433834-1,6056433834,1,2024-05-24,2024-05-24,B012828,"O-RING;230,2.484 IN,0.139 IN,FKM,95A",1.0,1.5764,05. No PO Available to Peg,MAXIMO,,DDAET,3649,,,,STGM-BA,3025
6056369560-1,6056369560,1,2024-05-22,2024-09-10,101702255,REPLACEMENT KIT FOR OLD A017862 MOTOR P~,1.0,3839.9911,01. SOH Available to Peg,MAXIMO,,AGAMERO,3606,,,,DAPS-AB,3796
6056369560-2,6056369560,2,2024-05-22,2024-09-10,A017852,"VALVE, OVERSPEED, 3000 RPM, 4110B3421S-~",1.0,2879.7069,05. No PO Available to Peg,MAXIMO,,AGAMERO,3606,,,,DAPS-AB,3796
6056316766-1,6056316766,1,2024-05-22,2024-08-01,102086540,"W9T, TORQUE HUB DRIVE, TWO SPEED , 143 ~",1.0,11985.8779,05. No PO Available to Peg,MAXIMO,,AGAMERO,3606,,,,WDDS-B,653
6056151399-1,6056151399,1,2024-05-19,2025-05-07,100450645,"GATEWAY, USB/CAN, CG-150-2",1.0,1756.82,01. SOH Available to Peg,MAXIMO,,03241676,3606,,,,,
6055870077-3,6055870077,3,2024-05-15,2024-05-29,B039179,"GREASE, KRYTOX GPL-206, 8 OZ TUBE",4.0,1472.1036,04. PO Available to Peg,Blue MM - Reservation,,harsh,3606,4581905271,1,4581905271-1,,
6055880173-5,6055880173,5,2024-05-15,2024-05-15,E027508,"CONNECTOR:TERMINAL;OBS,CRMP,FEM",100.0,335.0,02. SOH available to Partial Pegging - PO Available to Peg,Blue MM - Reservation,,harsh,3606,4583265685,7,4583265685-7,,
6055551429-1,6055551429,1,2024-05-10,2024-05-22,100333764,"ACCUMULATOR,5 LITRES 80 BAR,2""PORT CE M~",1.0,1124.2935,05. No PO Available to Peg,MAXIMO,,WPULLEN,3606,,,,,
6055551428-1,6055551428,1,2024-05-10,2024-05-22,100473616,"AIR-STARTER,ENGINE ATEX TDI T306-6NS15-~",1.0,3388.0895000000005,04. PO Available to Peg,MAXIMO,,WPULLEN,3606,4584314633,12,4584314633-12,,
6055108032-1,6055108032,1,2024-05-03,2024-05-31,101943388,"PRELUBE, 5 GALLON PAIL, CORROSION INHIB~",6.0,4754.16,03. SOH available to Partial Pegging - No PO Available to Peg,MAXIMO,,SMUDDASIR,3606,,,,WCCS-AB,SN5006
6054923616-1,6054923616,1,2024-04-30,2024-05-27,100123797,"HOUSING, LOWER DRIVE SECTION",1.0,3682.7638,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,XDRS-AA,251
6054922848-1,6054922848,1,2024-04-30,2024-05-27,100123797,"HOUSING, LOWER DRIVE SECTION",1.0,3682.7638,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,XDRS-AA,189
6054922768-1,6054922768,1,2024-04-30,2024-05-27,100123797,"HOUSING, LOWER DRIVE SECTION",1.0,3682.7638,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,XDLS-AA,5005
6054922843-1,6054922843,1,2024-04-30,2024-05-27,100123797,"HOUSING, LOWER DRIVE SECTION",1.0,3682.7638,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,XDLS-AA,196
6054922839-1,6054922839,1,2024-04-30,2024-05-27,100123797,"HOUSING, LOWER DRIVE SECTION",1.0,3682.7638,05. No PO Available to Peg,MAXIMO,,HKHATTAR,3606,,,,XDLS-AA,185
6054781178-2,6054781178,2,2024-04-28,2024-05-08,100195491,"PWA, EDTC-B TELEMETRY BOARD",1.0,14164.302500000002,05. No PO Available to Peg,MAXIMO,,MEZENBERG1,3610,,,,EDTC-BB,8379
6054781178-3,6054781178,3,2024-04-28,2024-05-08,100504337,TRANS NPN SWITCHING 50V 0.8A 0.8W TO-39,10.0,124.078,04. PO Available to Peg,MAXIMO,,MEZENBERG1,3610,4583166774,1,4583166774-1,EDTC-BB,8379
6054524319-1,6054524319,1,2024-04-24,2024-04-30,100654411,"EX, HVAC CONDENSER FAN, SS5724, GREENMO~",2.0,13416.3884,05. No PO Available to Peg,MAXIMO,,PBEACHER,3606,,,,COSU-AA,7111
6054467489-1,6054467489,1,2024-04-22,2024-06-03,H701907,"OUTER HOUSING, LEH-QC",1.0,282.1035,04. PO Available to Peg,MAXIMO,,AROW2,3610,4584495786,1,4584495786-1,LEH-QT,1876
6054179790-1,6054179790,1,2024-04-18,2024-04-19,101762386,"PWA, PGGT-B/C SOLID STATE SWITCH II",1.0,1770.5437,05. No PO Available to Peg,MAXIMO,,FHERWANTO,3606,,,,PGGC-DB,164
6054179889-7,6054179889,7,2024-04-18,2024-04-18,H360021,"HANGER, SHEAVE,40,000 SWL",1.0,2469.8835,04. PO Available to Peg,Blue MM - Reservation,,FHERWANTO,3606,4584128427,12,4584128427-12,,
6054032675-1,6054032675,1,2024-04-16,2024-05-31,103019567,"KIT, ACCESSORIES FOR JOY RADIATOR REPLAC",1.0,3108.8,04. PO Available to Peg,MAXIMO,,SMUDDASIR,3606,4584333061,1,4584333061-1,TPS93313Y1146,
6053647079-1,6053647079,1,2024-04-10,2024-04-17,101102408,"CABLE, PORTABLE EWAFE SYSTEM TO UPMD, R~",1.0,5192.7896,05. No PO Available to Peg,MAXIMO,,PBHATIA2,3606,,,,EPD-BA,746
6053585467-2,6053585467,2,2024-04-09,2024-05-31,102930890,GATE  3.06    10K FLS    MAN    SST FF-3,8.0,4793.12,05. No PO Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-GF,723
6053585467-1,6053585467,1,2024-04-09,2024-05-30,102930891,GATE VALVE SEAT 3IN 10K FLS HH PSL3,8.0,3460.24,05. No PO Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-GF,723
6053585467-3,6053585467,3,2024-04-09,2024-05-31,102930891,GATE VALVE SEAT 3IN 10K FLS HH PSL3,8.0,3460.24,05. No PO Available to Peg,MAXIMO,,SUYS,3606,,,,FMF-GF,723
6052773266-1,6052773266,1,2024-03-27,2025-07-27,100320521,"ANCHOR PIN, BRAKE ASSY, OSU",2.0,1007.06,01. SOH Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773266-2,6052773266,2,2024-03-27,2025-07-27,100320525,"CLEVIS, RUDDER, BRAKE ASSY, OSU-PA",2.0,515.98,01. SOH Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773266-3,6052773266,3,2024-03-27,2025-07-27,100320526,"PIN, RUDDER CLEVIS, BRAKE ASSY, OSU-PA",2.0,131.96,01. SOH Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773266-4,6052773266,4,2024-03-27,2025-07-27,100320527,"ADJUSTMENT ROD, BRAKE ASSY, OSU-PA",2.0,408.78,01. SOH Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773266-5,6052773266,5,2024-03-27,2025-07-27,100320528,"CLEVIS, BRAKE BAND, BRAKE ASSY, OSU-PA",2.0,710.08,01. SOH Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773266-6,6052773266,6,2024-03-27,2025-07-27,100326650,"PIN, BRAKE BAND, BRAKE ASSY, OSU-PA",2.0,296.72,01. SOH Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773266-8,6052773266,8,2024-03-27,2025-07-27,100512511,"NUT, HEX, M16 x 1.5, SST, DIN 934",4.0,45.84,01. SOH Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773266-9,6052773266,9,2024-03-27,2025-07-27,100630990,"NUT, HEX, M16 x 1.5, LEFT HAND THREAD, ~",2.0,91.4434,05. No PO Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773266-7,6052773266,7,2024-03-27,2025-07-27,100512511,"NUT, HEX, M16 x 1.5, SST, DIN 934",4.0,45.84,01. SOH Available to Peg,MAXIMO,,80058467,3606,,,,WOSU-AA,8112
6052773007-1,6052773007,1,2024-03-26,2024-04-03,102086540,"W9T, TORQUE HUB DRIVE, TWO SPEED , 143 ~",1.0,11985.8779,05. No PO Available to Peg,MAXIMO,,ADIMACALI,3606,,,,WOSU-AA,8112
6052708451-1,6052708451,1,2024-03-25,2024-04-02,100340292,"CABLE, CONT. BOX TO GENE MOTOR/PUMP",1.0,726.1165,05. No PO Available to Peg,MAXIMO,,ADIMACALI,3606,,,,POSU-AA,9033
6052389006-16,6052389006,16,2024-03-21,2025-09-04,103409918,"SCREW, SKT HD CAP 5-40 X 1/2 SST 316L/A~",50.0,53.0,01. SOH Available to Peg,MAXIMO,,02832673,3606,,,,USIS-A,883
6052389006-23,6052389006,23,2024-03-21,2025-09-04,P193581,SEAT,2.0,232.9456,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,USIS-A,883
