sap_wbs_raw,wbs_source,project_number,operation_number,ops_activity_number,wbs_name,client_name,rig,ops_district,location,sub_business_line_raw
J.21.108384,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.31,Mettika 5- Perforation,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108383,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.29,Brumby 14- Perforations,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108382,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.23,Bagundi 7- CIS,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062724,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.15,Ficus 3,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062689,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.08,Moorari5 ; Post Frac Perforations,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062676,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.04,"Gidgealpa 15 - Reperforate ; Perforate 10ft  2-1/8"" expandable Enerjet ;",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062675,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.02,Moolion North 2 - Drift / Perforate ; Perforate ,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108380,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.01,Merchant 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062667,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.03,Ficus 2,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108379,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.27,Toolachee 55,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062655,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.14,Well TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108376,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.19,Coopers Creek 8.,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108375,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.18,Coopers Creek 8,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062642,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.13,Well TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108374,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.24,Moon 5- Perforating,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108373,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.12,Napowie 10_perfo_packer,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108372,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.26,TBA,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062623,Operation Activity,P.1001570,O.1001570.04,A.1001570.04.06,Moorari 19 - (DEV) ; Packer Set,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108639,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.44,Koree South 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108637,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.43,Fly Lake 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108636,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.42,Brompton 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108526,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.41,Moomba 261_SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062773,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.25,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062767,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.38,Toolachee 56 SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062766,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.23,"Moomba 256_Drift, Dummy Gun, SCMT",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062755,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.32,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062746,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.26,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062745,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.05,Cancelled,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062740,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.12,"Moomba 253_Drift, SCMT",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062739,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.10,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062738,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.02,Moomba_250_Setting Packer Tailpipe,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062723,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.39,Moorari 19,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062722,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.34,Brumby 10,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062721,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.31,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062720,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.21,"Moomba 254_Drift, Dummy Gun, SCMT",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062710,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.28,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062701,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.35,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062700,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.18,"Pondrinie 18_Drift, SCMT",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062688,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.22,"Moomba 255_Drift, Dummy Gun, CBL",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062687,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.15,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062686,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.13,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062674,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.40,Goyder 6_PNX ,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062673,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.06,Moomba 238_SCMT-HD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062666,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.37,Toolache 55 SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062665,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.36,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062664,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.27,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062663,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.24,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062662,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.19,"Pondrinie 20_ Drift, Dummy Gun, CBL",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062661,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.11,Merchant 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062654,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.08,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062649,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.03,Drift_Setting  Packer Tailpipe Moomba 236,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062648,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.01,Raworth 1 Tubing Puncher,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062641,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.33,PNX-CBL ,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062640,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.30,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062639,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.16,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062638,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.07,Moomba-239 SCMT,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062637,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.04,"3 3/8 HSD, Drift, Packer_Moomba 237",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062633,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.29,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062632,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.20,"Pondrinie 19_Drift, Dummy Gun, CBL",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062631,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.17,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062630,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.14,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062622,Operation Activity,P.1001570,O.1001570.03,A.1001570.03.09,TBD,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060491,Operation Activity,P.1001570,O.1001570.02,A.1001570.02.03,"Challum 3 Link 2 1/8""",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060490,Operation Activity,P.1001570,O.1001570.02,A.1001570.02.02,"Challum 3 Link 2 1/8""",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060488,Operation Activity,P.1001570,O.1001570.02,A.1001570.02.01,"Costa Central 1 - 2"" HSD Perforation",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062647,Operation Activity,P.1001570,O.1001570.02,A.1001570.02.04,Raworth 1 Puncher,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062772,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.40,Raworth 1 Puncher,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060489,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.20,Well 19,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062765,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.36,Vega 6-Puncher,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062764,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.35,Moomba 249,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062763,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.34,Moomba 105,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062762,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.32,Perforation and Packer Setting Gooranie 12,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060487,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.09,Well 8,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060486,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.29,Lepard 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060485,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.24,Well 23,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060484,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.03,Meranji 8,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060483,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.11,Well 10,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060482,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.10,Well 9,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060481,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.07,Well 6,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062737,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.38,Surlow 2-Perfo Plug,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060480,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.17,Well 16,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060479,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.04,Coopers Creek 5,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060478,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.01,Big Lake 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062719,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.39,Costa Central 1 Perfo,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060477,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.30,Marana 2,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060476,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.05,Coopers Creek 4,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062709,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.33,Perforation and Packer Setting Gooranie 13,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060475,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.23,Well 22,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060474,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.06,Coopers Creek 4,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060473,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.16,Well 15,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060472,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.27,Napowie 4,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060471,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.15,Well 14,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060470,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.02,Costa Central 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060469,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.18,Well 17,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060468,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.25,Well 24,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060467,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.26,Well 25,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060466,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.22,Well 21,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060465,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.14,Well 13,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060464,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.08,Well 7,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060463,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.19,Well 18,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060462,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.12,Well 11,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062621,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.37,"Ute 1 -2"" HSD Perf",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062620,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.31,Baryulah 14,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060461,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.28,Moomba 10 ,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060460,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.21,Well 20,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.19.060459,Operation Activity,P.1001570,O.1001570.01,A.1001570.01.13,Well 12,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109745,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.16,CH_Logging_Well_16,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109744,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.15,CH_Logging_Well_15,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109743,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.14,CH_Logging_Well_14,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109742,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.13,CH_Logging_Well_13,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109741,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.12,CH_Logging_Well_12,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109740,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.11,CH_Logging_Well_10,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109739,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.10,CH_Logging_Well_9,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109738,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.09,CH_Logging_Well_8,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109737,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.08,CH_Logging_Well_7,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109736,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.07,CH_Logging_Well_5,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109735,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.06,CH_Logging_Well_5,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109734,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.05,CH_Logging_Well_4,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109733,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.04,CH_Logging_Well_3,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109732,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.03,CH_Logging_Well_2,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109731,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.02,CH_Logging_Well_1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109730,Operation Activity,P.1001569,O.1001569.09,A.1001569.09.01,Napowie 2,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109823,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.10,Bolah 8-9-10,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109822,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.09,Bolah 8-9-10,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109810,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.08,Moomba 272 CBL,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109809,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.07,Moomba 271 cbl,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109802,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.06,Moomba 226 CBL,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109800,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.05,Meranji 27 PFP and Packer set,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109762,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.04,Meranji 27 / Meranji 24 / Kudrieke 3 / Moomba 227,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.22.109758,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.03,Tirrawarra 93,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062629,Operation Activity,P.1001569,O.1001569.08,A.1001569.08.02,Napowie 2,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062771,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.19,Gooranie 15,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062761,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.39,Brolga 6 - PFPs & Set Packer,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062760,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.29,Moomba 241 Packer Set ,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062754,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.42,Cougar East 1,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062753,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.36,Moorari 5 ; Post Frac Perforations,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062752,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.08,Gooranie 16,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.21.108388,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.44,Derwin 1- CIBP Cement,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062744,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.40, Brolga 7 - PFPs & Set Packer,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062743,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.06,Moorari 20,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062742,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.04,Pooraka 2,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062736,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.43,"Napowie 6_2"" HSD Perforation",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062735,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.18,Gooranie 17,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062734,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.16,Moomba 247,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062718,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.37,Moomba 242-Packer Set,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062717,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.21,Dullingari 42,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062716,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.20,Gooranie 14,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062708,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.31,Moomba 245 -Set Packer/perfs,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062707,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.25,Cooba 2 -Post Frac Perforations/Packer Set ;,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062706,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.09,Cooba 2,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062705,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.07,Seccante 7,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062699,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.32,Moomba 252-Packer Set,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062698,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.12,"Montegue 1_Drift, Dummy Gun, SCMT",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062697,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.11,Moon 5,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062685,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.26,Moomba 238 Post Frac Perfs / Packer Set,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062684,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.14,"Inglewood 1_Drift, Dummy Gun, PNX",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062683,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.10,Moon 4,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062682,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.02,Big Lake 102- Tubing Cutter-TCP Correlation,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062681,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.01,Moomba 251 3 3/8 HSD and Packer Tailpipe,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062672,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.41,Okotoko North 2 ; CBL / Set CIBP ,SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
J.20.062671,Operation Activity,P.1001569,O.1001569.07,A.1001569.07.38,"Big Lake 146 ; Drift & Perforate [53ft x 1- 11/16""]",SANTOS LIMITED,Rigless Australia - 1,Moomba WL,,WL Production Services
