Index,Material-Plant,Plant,Geo-Unit,GEO UNIT (Profit Center),Material,Reservation -Line,Requirements Date,Creation Date,Stock On Hand - DDSC,Stock On Hand - HDSC,Last 3 Month Consumption,Last 6 Month Consumption,Last 12 Month Consumption,Material Stratification (Last 6 Month Consumption),Material Stratification (Last 12 Month Consumption),Open Qty - Reservation,Open Reservation Value,Material/Plant-SOH - Total,Primary Pegged PO-LN - Open Qty,Combined SOH & PO Pegging,Main - PO Line to Peg to Reservation,Main - PO to Peg to Reservation,Additional PO - Line to Peg,Primary Pegged PO-LN - Order Qty,Primary Pegged PO-LN - Approval Status,Primary Pegged PO-LN - RDD Date,Pegged Main PO GR Status,Pegged Main PO Invoice Status,Primary Pegged PO-LN - Invoice Qty,Post Pegging SOH Qty,Post Pegging PO Qty,Material Description,MRP Parameters - MRP Controller,MRP Parameters - Profit Center,MRP Parameters - Planned Delivery Time,MRP Parameters - Prime Status,MRP Parameters - Safety Stock,MRP Parameters - Standard Price,Business Line - By Cost Center,Sub - Business Line - By Cost Center,Business Line by Profit Center,Material/Plant-Open PO Qty - Total,Purchase Requisition - Status,Purchase Requisitions,Planned Order - Status,Planned Orders,Maximo Asset ID,Maximo Asset Num,Maximo Serial No,Reservation Creation type,WO Number,User Name,Goods recipient,Maximo - WO STATUS and Part Status,WBS Element,Cost Center,reservation_line_id,reservation_number,reservation_line_number
1,H343123-3610,3610.0,APG,APG,H343123,6051023576-2,2024-03-07,2024-02-28,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,0.0134,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,CS-137 37.0 kBq DOUBLE ENCAPSULATED SOU~,ZZZ,110514.0,14.0,Non AR Part,0.0,0.0067,RPE,WLES,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1015984781,9822919490.0,SLDS-A|35,35,MAXIMO,1009845213,SYS-MAXIMO,MELSAGHER,APPR-PENDING,,AU100307,6051023576-2,6051023576,2
1,H343124-3610,3610.0,APG,APG,H343124,6051030067-1,2024-03-07,2024-02-28,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,2184.2000000000003,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,CS-137 111 kBq DOUBLE ENCAPSULATED SOURC,ZZZ,110516.0,108.0,Non AR Part,0.0,2184.2000000000003,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027483686,,,,MAXIMO,1009606060,SYS-MAXIMO,MELSAGHER,-,,AU100307,6051030067-1,6051030067,1
1,H61016A-3610,3610.0,APG,APG,H61016A,6051023576-3,2024-03-07,2024-02-28,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,6344.900000000001,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"PC BOARD ASSY, PULSE HEIGHT ANALYZER (N~",ZZZ,110516.0,374.0,Non AR Part,0.0,6344.900000000001,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027560007,9822919490.0,SLDS-A|35,35,MAXIMO,1009845213,SYS-MAXIMO,MELSAGHER,APPR-PENDING,,AU100307,6051023576-3,6051023576,3
2,H343123-3610,3610.0,APG,APG,H343123,6051030067-2,2024-03-07,2024-02-28,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,0.0067,,,05. No PO Available to Peg,,,,,,,,,,-3.0,0.0,CS-137 37.0 kBq DOUBLE ENCAPSULATED SOU~,ZZZ,110514.0,14.0,Non AR Part,0.0,0.0067,RPE,WLES,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1015984781,,,,MAXIMO,1009606060,SYS-MAXIMO,MELSAGHER,-,,AU100307,6051030067-2,6051030067,2
2,H343124-3610,3610.0,APG,APG,H343124,6051023576-1,2024-03-07,2024-02-28,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,4368.400000000001,,,05. No PO Available to Peg,,,,,,,,,,-3.0,0.0,CS-137 111 kBq DOUBLE ENCAPSULATED SOURC,ZZZ,110516.0,108.0,Non AR Part,0.0,2184.2000000000003,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027483686,9822919490.0,SLDS-A|35,35,MAXIMO,1009845213,SYS-MAXIMO,MELSAGHER,APPR-PENDING,,AU100307,6051023576-1,6051023576,1
1,101427057-3606,3606.0,APG,APG,101427057,6050345078-1,2024-04-02,2024-02-19,81.0,7.0,0.0,0.0,4.0,SLOW MOVER,STRANGER,2.0,2953.903,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,"PWA, WIRED CIRCUIT BOARD ASSY, ECRI",ZZZ,110516.0,18.0,Non AR Part,2.0,1528.8663,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,MAXIMO,1009740433,SYS-MAXIMO,PBHATIA2,-,,AU100070,6050345078-1,6050345078,1
1,101299915-3606,3606.0,APG,APG,101299915,6049929755-3,2024-02-21,2024-02-13,,,1.0,1.0,1.0,STRANGER,STRANGER,1.0,201.9353,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"FILTER ELEMENT, 10 MICRONS, FOR FILTER ~",ZZZ,110516.0,265.0,Non AR Part,0.0,209.03330000000003,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027517429 | 1034449452,10067679490.0,POSU-BA-IEC|3801,3801,MAXIMO,1009635251,SYS-MAXIMO,PBEACHER,APPR-PENDING,,AU100070,6049929755-3,6049929755,3
1,103209775-3606,3606.0,APG,APG,103209775,6049474583-17,2024-02-15,2024-02-06,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1858.85,2.0,,01. SOH Available to Peg,,,,,,,,,,1.0,0.0,"MAC MINI, APPLE",ZZZ,110498.0,90.0,Non AR Part,0.0,1835.9206,RPI,WIS,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,65004.0,TCS92313Y1143,TCS92312008,MAXIMO,1008689522,SYS-MAXIMO,SMUDDASIR,IPLAN-PENDING,,AU100022,6049474583-17,6049474583,17
1,101398632-3606,3606.0,APG,APG,101398632,6049042431-1,2024-02-20,2024-01-30,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,10.0,303.778,,10.0,04. PO Available to Peg,4584632357-1,4584632357,,10.0,Approved,2024-02-15,Pending Full GR,PO is not Invoiced,,-10.0,0.0,CAP 10uF 20% 50VDC WET Ta AXIAL T1 RoHS,ZZZ,110516.0,55.0,Non AR Part,0.0,30.377800000000004,RPE,WLES,RPE,10.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027517449,6610399490.0,MRPA-XEB|286,286,MAXIMO,1008430175,SYS-MAXIMO,SANTOSO,APPR-PENDING,,AU100070,6049042431-1,6049042431,1
1,100989030-3606,3606.0,APG,APG,100989030,6048975330-1,2024-02-09,2024-01-29,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,146.864,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,"KIT, 53-SOCKET UPPER HEAD ALIGNMENT PLUG",ZZZ,110516.0,33.0,Non AR Part,0.0,73.432,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1006451851,,,,MAXIMO,49342849,SYS-MAXIMO,ESILVANO,-,,AU100070,6048975330-1,6048975330,1
1,103450350-3650,3650.0,APG,APG,103450350,6048687788-1,2024-02-15,2024-01-25,2.0,1.0,0.0,3.0,3.0,STRANGER,STRANGER,1.0,1509.0262,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,THERMAL KIT FOR HRCCx04,ZZZ,110945.0,56.0,Non AR Part,0.0,1604.5476,RPE,TWL,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,9685959490.0,HRCC-H|3744,3744,MAXIMO,50579589,SYS-MAXIMO,SMUDDASIR,APPR-PENDING,,NZ100011,6048687788-1,6048687788,1
1,104402369-3650,3650.0,APG,APG,104402369,6048675317-1,2024-01-31,2024-01-25,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,12781.2128,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"RE-CERTIFICATION-2 KIT FOR 36"" HEAVY DU~",ZZZ,110945.0,55.0,Non AR Part,0.0,13590.263599999998,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,8705259490.0,SHVC-KAL|1521,1521,MAXIMO,1009496407,SYS-MAXIMO,WGARDENER,APPR-PENDING,,NZ100028,6048675317-1,6048675317,1
2,104402369-3650,3650.0,APG,APG,104402369,6048675414-1,2024-01-31,2024-01-25,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,12781.2128,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,"RE-CERTIFICATION-2 KIT FOR 36"" HEAVY DU~",ZZZ,110945.0,55.0,Non AR Part,0.0,13590.263599999998,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,8098459490.0,SHVC-KA|1520,1520,MAXIMO,1009496104,SYS-MAXIMO,WGARDENER,APPR-PENDING,,NZ100028,6048675414-1,6048675414,1
1,103162005-3606,3606.0,APG,APG,103162005,6048287186-1,2024-01-31,2024-01-19,5.0,5.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,2465.9612,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"ANTENNA COVER, CMR",ZZZ,110516.0,21.0,Non AR Part,0.0,2552.6397,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090853 | 1027090854,,,,MAXIMO,1009417828,SYS-MAXIMO,RCLARK1,-,,AU100307,6048287186-1,6048287186,1
1,100187513-3606,3606.0,APG,APG,100187513,6047836790-1,2024-01-12,2024-01-12,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,262.466,,1.0,04. PO Available to Peg,4583220083-49,4583220083,,1.0,Approved,2024-06-21,Pending Full GR,PO is not Invoiced,0.0,-1.0,0.0,"TRANSFORMER, PULSE-LDSC",ZZZ,110516.0,44.0,Non AR Part,0.0,271.6917,RPE,WLES,RPE,1.0,No Purchase Requisition,,NO PLD ORDER,,8061199490.0,LDSC-BA|543,543,MAXIMO,49361899,SYS-MAXIMO,SAP,WSCH-PENDING,,AU100070,6047836790-1,6047836790,1
1,103425951-3606,3606.0,APG,APG,103425951,6047823977-3,2024-02-29,2024-01-12,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,2016.12,6.0,,01. SOH Available to Peg,,,,,,,,,,3.0,0.0,"GREASE SEAL 12MM - 14MM, CLIS-AA",ZZZ,110516.0,161.0,Non AR Part,0.0,737.9782,RPE,TWL,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,16277199490.0,CLIS-AA|4581632982-2-5,4581632982-2-5,MAXIMO,1008734537,SYS-MAXIMO,JCALDER2,APPR-PENDING,,AU100021,6047823977-3,6047823977,3
1,103425952-3606,3606.0,APG,APG,103425952,6047823977-4,2024-02-29,2024-01-12,,,0.0,2.0,2.0,STRANGER,STRANGER,4.0,728.32,6.0,,01. SOH Available to Peg,,,,,,,,,,2.0,0.0,"GUIDE BUSHING 0.322"", CLIS-AA",ZZZ,110516.0,73.0,Non AR Part,0.0,203.5996,RPE,TWL,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027517456 | 1027517457,16277199490.0,CLIS-AA|4581632982-2-5,4581632982-2-5,MAXIMO,1008734537,SYS-MAXIMO,JCALDER2,APPR-PENDING,,AU100021,6047823977-4,6047823977,4
1,104573977-3606,3606.0,APG,APG,104573977,6047823977-2,2024-02-29,2024-01-12,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,1333.4,2.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,"GREASE SEAL, 11.0 MM TO 13.0 MM, .433"" ~",ZZZ,110516.0,100.0,Non AR Part,0.0,714.1261999999999,RPE,TWL,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027517461,16277199490.0,CLIS-AA|4581632982-2-5,4581632982-2-5,MAXIMO,1008734537,SYS-MAXIMO,JCALDER2,APPR-PENDING,,AU100021,6047823977-2,6047823977,2
1,E055674-3606,3606.0,APG,APG,E055674,6047824386-1,2024-01-12,2024-01-12,82.0,20.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,4.32,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,FUSE VERY FAST ACTING 250mA 125V AXIAL ~,ZZZ,110516.0,21.0,Non AR Part,0.0,2.3785,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,6226719490.0,AH-388|22,22,MAXIMO,49377592,SYS-MAXIMO,SAP,-PENDING,,AU100070,6047824386-1,6047824386,1
1,V0087-3606,3606.0,APG,APG,V0087,6047633972-2,2024-01-11,2024-01-09,2.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,202.05,1.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,G SOLENOID VALVE KIT (621SMK-2),ZZZ,110516.0,237.0,Non AR Part,0.0,220.8856,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027086888 | 1027086889,9030179490.0,WSG-G250T|183150,183150,MAXIMO,1009330109,SYS-MAXIMO,LDUC2,INPRG-PENDING,,AU100070,6047633972-2,6047633972,2
1,V0089-3606,3606.0,APG,APG,V0089,6047633972-3,2024-01-11,2024-01-09,1.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,104.77,1.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,M/P TIME BREAK KIT (656TBK),ZZZ,110516.0,237.0,Non AR Part,0.0,114.9318,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027086890 | 1027086891,9030179490.0,WSG-G250T|183150,183150,MAXIMO,1009330109,SYS-MAXIMO,LDUC2,INPRG-PENDING,,AU100070,6047633972-3,6047633972,3
4,V0085-3606,3606.0,APG,APG,V0085,6047620118-1,2024-01-10,2024-01-09,,,0.0,0.0,4.0,SLOW MOVER,STRANGER,1.0,937.23,1.0,,05. No PO Available to Peg,,,,,,,,,,-3.0,0.0,G MAINTENANCE KIT (621GMK-3),ZZZ,110516.0,237.0,Non AR Part,0.0,1046.0308,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027086886 | 1027086887,10825839490.0,WSG-G250T|28117Q,28117Q,MAXIMO,1009329923,SYS-MAXIMO,LDUC2,INPRG-PENDING,,AU100070,6047620118-1,6047620118,1
5,V0085-3606,3606.0,APG,APG,V0085,6047633972-1,2024-01-11,2024-01-09,,,0.0,0.0,4.0,SLOW MOVER,STRANGER,1.0,937.23,1.0,,05. No PO Available to Peg,,,,,,,,,,-4.0,0.0,G MAINTENANCE KIT (621GMK-3),ZZZ,110516.0,237.0,Non AR Part,0.0,1046.0308,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027086886 | 1027086887,9030179490.0,WSG-G250T|183150,183150,MAXIMO,1009330109,SYS-MAXIMO,LDUC2,INPRG-PENDING,,AU100070,6047633972-1,6047633972,1
1,100160507-3606,3606.0,APG,APG,100160507,6047301921-1,2024-01-18,2024-01-04,14.0,3.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,3500.4954000000002,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"ASSY, L.V. REG. HEATSINK, MRPC",ZZZ,110516.0,18.0,Non AR Part,0.0,3500.4954000000002,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090747,6645519490.0,MRPC-XDA|875,875,MAXIMO,1009292510,SYS-MAXIMO,SANTOSO,APPR-PENDING,,AU100070,6047301921-1,6047301921,1
1,V0085-3606,3606.0,APG,APG,V0085,6047217683-1,2024-01-03,2024-01-03,,,0.0,0.0,4.0,SLOW MOVER,STRANGER,1.0,937.23,1.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,G MAINTENANCE KIT (621GMK-3),ZZZ,110516.0,237.0,Non AR Part,0.0,1046.0308,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027086886 | 1027086887,,,,MAXIMO,1009276729,SYS-MAXIMO,LDUC2,-,,AU100070,6047217683-1,6047217683,1
2,V0085-3606,3606.0,APG,APG,V0085,6047217673-1,2024-01-04,2024-01-03,,,0.0,0.0,4.0,SLOW MOVER,STRANGER,1.0,937.23,1.0,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,G MAINTENANCE KIT (621GMK-3),ZZZ,110516.0,237.0,Non AR Part,0.0,1046.0308,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027086886 | 1027086887,,,,MAXIMO,1009277016,SYS-MAXIMO,LDUC2,-,,AU100070,6047217673-1,6047217673,1
3,V0085-3606,3606.0,APG,APG,V0085,6047217943-2,2024-01-04,2024-01-03,,,0.0,0.0,4.0,SLOW MOVER,STRANGER,1.0,937.23,1.0,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,G MAINTENANCE KIT (621GMK-3),ZZZ,110516.0,237.0,Non AR Part,0.0,1046.0308,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027086886 | 1027086887,,,,MAXIMO,1009277260,SYS-MAXIMO,LDUC2,-,,AU100070,6047217943-2,6047217943,2
1,100109882-3606,3606.0,APG,APG,100109882,6046666072-1,2024-02-25,2023-12-25,3.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,2057.7864,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,UPPER HOUSING,ZZZ,110516.0,18.0,Non AR Part,0.0,2130.1176,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090771,5610039490.0,PPC-B|8568,8568,MAXIMO,49360646,SYS-MAXIMO,SANTOSO,-PENDING,,AU100070,6046666072-1,6046666072,1
1,102032990-3606,3606.0,APG,APG,102032990,6046666074-2,2024-01-25,2023-12-25,,,0.0,5.0,7.0,STRANGER,STRANGER,2.0,33.191,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,RELAY DPST 12V 5A 400ohm 360mW TH RoHS,ZZZ,110516.0,245.0,Non AR Part,0.0,17.178800000000003,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027091298,9079879490.0,PDIM-BC|5407,5407,MAXIMO,49388278,SYS-MAXIMO,SANTOSO,IPLAN-PENDING,,AU100070,6046666074-2,6046666074,2
1,J971838-3606,3606.0,APG,APG,J971838,6046666072-6,2024-02-25,2023-12-25,7.0,5.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,721.4757,,,05. No PO Available to Peg,,,,,,,,,,-3.0,0.0,"SPLIT THREADED RING, 4-1/16-8",ZZZ,110516.0,21.0,Non AR Part,0.0,0.0,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,5610039490.0,PPC-B|8568,8568,MAXIMO,49360646,SYS-MAXIMO,SANTOSO,-PENDING,,AU100070,6046666072-6,6046666072,6
1,101061614-3606,3606.0,APG,APG,101061614,6046407920-1,2024-02-01,2023-12-21,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,915.4947000000001,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"PWA, POWER DISTRIBUTION SELV, EWAFE ROHS",ZZZ,110516.0,205.0,Non AR Part,0.0,915.4947000000001,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027091286,6412679490.0,PDIM-BA|806,806,MAXIMO,1006668213,SYS-MAXIMO,SANTOSO,INPRG-PENDING,,AU100070,6046407920-1,6046407920,1
1,103612818-3650,3650.0,APG,APG,103612818,6046371125-1,2024-02-29,2023-12-21,46.0,53.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,246.34,1.0,,01. SOH Available to Peg,,,,,,,,,,0.0,0.0,"KIT, CAPACITOR REPLECMENT, UPM-BA",ZZZ,110945.0,67.0,Non AR Part,0.0,272.6202,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,10065439490.0,UPM-BA|3097,3097,MAXIMO,49379950,SYS-MAXIMO,SMUDDASIR,INPRG-PENDING,,NZ100028,6046371125-1,6046371125,1
1,102086540-3606,3606.0,APG,APG,102086540,6046234961-1,2024-01-10,2023-12-19,6.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,11985.8779,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"W9T, TORQUE HUB DRIVE, TWO SPEED , 143 ~",ZZZ,110516.0,18.0,Non AR Part,0.0,11985.8779,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027091057 | 1027091058 | 1027091059 | 1027091060 | 1027091061 | 1029441248,6020779490.0,SSUW-B|4748/15,4748/15,MAXIMO,1009133474,SYS-MAXIMO,PBEACHER,APPR-PENDING,,AU100070,6046234961-1,6046234961,1
1,101210667-3606,3606.0,APG,APG,101210667,6046170682-2,2024-01-15,2023-12-18,16.0,,0.0,1.0,2.0,STRANGER,STRANGER,1.0,1880.8608,,1.0,04. PO Available to Peg,4584313711-12,4584313711,,1.0,Approved,2025-12-30,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"KIT, MRPO RCM 150",ZZZ,110516.0,18.0,Non AR Part,0.0,1946.9731,RPE,WLES,RPE,1.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090665,7429239490.0,MRPO-XCA|564,564,MAXIMO,1009123147,SYS-MAXIMO,DDAET,APPR-PENDING,,AU100070,6046170682-2,6046170682,2
1,101345589-3606,3606.0,APG,APG,101345589,6046170682-4,2024-01-15,2023-12-18,10.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,2118.0,2.0,,01. SOH Available to Peg,,,,,,,,,,1.0,0.0,"KIT, MRPO RCM 200",ZZZ,110516.0,18.0,Non AR Part,0.0,2376.4364,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,7429239490.0,MRPO-XCA|564,564,MAXIMO,1009123147,SYS-MAXIMO,DDAET,APPR-PENDING,,AU100070,6046170682-4,6046170682,4
1,101345613-3606,3606.0,APG,APG,101345613,6046170598-1,2024-01-08,2023-12-18,42.0,,0.0,0.0,1.0,SLOW MOVER,STRANGER,1.0,1189.63,3.0,,01. SOH Available to Peg,,,,,,,,,,2.0,0.0,"KIT, MRMS RCM XP1",ZZZ,110516.0,18.0,Non AR Part,0.0,1337.7622000000001,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,5133579490.0,MRMS-XPB|603,603,MAXIMO,1009122938,SYS-MAXIMO,DDAET,APPR-PENDING,,AU100070,6046170598-1,6046170598,1
1,101345619-3606,3606.0,APG,APG,101345619,6046170724-3,2024-01-15,2023-12-18,3.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1366.2718,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"KIT, MRSC RCM 200",ZZZ,110516.0,18.0,Non AR Part,0.0,1414.2963,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,10229259490.0,MRSC-NJB|548,548,MAXIMO,1009123237,SYS-MAXIMO,DDAET,APPR-PENDING,,AU100070,6046170724-3,6046170724,3
1,101723052-3606,3606.0,APG,APG,101723052,6046170682-3,2024-01-15,2023-12-18,27.0,,0.0,0.0,1.0,SLOW MOVER,STRANGER,1.0,1477.5858,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"KIT, MRPO RCM SLS-3 MECHANICAL",ZZZ,110516.0,18.0,Non AR Part,0.0,1529.5229,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,7429239490.0,MRPO-XCA|564,564,MAXIMO,1009123147,SYS-MAXIMO,DDAET,APPR-PENDING,,AU100070,6046170682-3,6046170682,3
1,101723057-3606,3606.0,APG,APG,101723057,6046170724-2,2024-01-15,2023-12-18,14.0,,1.0,2.0,3.0,STRANGER,STRANGER,1.0,150.5825,,1.0,04. PO Available to Peg,4584132045-1,4584132045,,1.0,Approved,2026-02-15,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"KIT, MRSC RCM SLS-3 MECHANICAL",ZZZ,110516.0,18.0,AR Part,0.0,155.87550000000002,RPE,WLES,RPE,3.0,No Purchase Requisition,,NO PLD ORDER,,10229259490.0,MRSC-NJB|548,548,MAXIMO,1009123237,SYS-MAXIMO,DDAET,APPR-PENDING,,AU100070,6046170724-2,6046170724,2
3,100141220-3606,3606.0,APG,APG,100141220,6046170598-2,2024-10-14,2023-12-18,1289.0,72.0,72.0,72.0,96.0,STRANGER,STRANGER,24.0,2292.66,,,05. No PO Available to Peg,,,,,,,,,,-48.0,0.0,"MRMS, Release Washer, WELBOR",ZZZ,110516.0,18.0,Non AR Part,0.0,98.88530000000002,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1034062614 | 1034062615 | 1034062616 | 1034062617,5133579490.0,MRMS-XPB|603,603,MAXIMO,1009122938,SYS-MAXIMO,DDAET,APPR-PENDING,,AU100070,6046170598-2,6046170598,2
1,429843000-3606,3606.0,APG,APG,429843000,6045691854-18,2024-03-01,2023-12-11,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,5.0,404.85,10.0,,01. SOH Available to Peg,,,,,,,,,,5.0,0.0,"HANDLE,BUTTERFLY VALVE 4-6 IN STANDARD ~",002,110744.0,58.0,AR Part,5.0,85.10340000000001,RPS,WPS,RPS,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,MAXIMO,1009031555,SYS-MAXIMO,BAMOR2,-,,AU100016,6045691854-18,6045691854,18
1,E053089-3606,3606.0,APG,APG,E053089,6045548037-2,2024-04-10,2023-12-08,1.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,4.0,737.5360000000001,,,05. No PO Available to Peg,,,,,,,,,,-4.0,0.0,"FEEDTHRU, ANTENNA TO ELECTRONICS",ZZZ,110516.0,21.0,Non AR Part,0.0,184.38400000000001,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090284,,,,MAXIMO,1009044134,SYS-MAXIMO,MVILLAREL,-,,AU100070,6045548037-2,6045548037,2
1,H549203-3606,3606.0,APG,APG,H549203,6045548037-4,2024-04-10,2023-12-08,3.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,4.0,231.73960000000002,,,05. No PO Available to Peg,,,,,,,,,,-4.0,0.0,"GUIDE, WIRE",ZZZ,110516.0,21.0,Non AR Part,0.0,57.934900000000006,RPE,WLES,RPE,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1034062607,,,,MAXIMO,1009044134,SYS-MAXIMO,MVILLAREL,-,,AU100070,6045548037-4,6045548037,4
